id_student,code_module,code_presentation,gender,age_band,imd_band,final_result,is_at_risk,risk_score,risk_tier,predicted_risk
188278,AAA,2013J,M,35-55,70-80%,Withdrawn,1,0.61505985,Medium,1
189879,AAA,2013J,M,0-35,90-100%,Pass,0,0.013603523,Low,0
192183,AAA,2013J,F,0-35,90-100%,Pass,0,0.016830225,Low,0
195262,AAA,2013J,M,0-35,90-100%,Withdrawn,1,0.99065405,High,1
200860,AAA,2013J,M,35-55,50-60%,Pass,0,0.26810533,Low,0
202635,AAA,2013J,F,0-35,30-40%,Withdrawn,1,0.9989435,High,1
205350,AAA,2013J,M,35-55,80-90%,Pass,0,0.034307256,Low,0
205719,AAA,2013J,M,0-35,40-50%,Fail,1,0.99501246,High,1
227499,AAA,2013J,F,35-55,10-20,Distinction,0,0.0038475117,Low,0
227517,AAA,2013J,M,0-35,?,Fail,1,0.31352985,Low,0
228082,AAA,2013J,M,0-35,60-70%,Pass,0,0.05506168,Low,0
228222,AAA,2013J,M,0-35,50-60%,Pass,0,0.111592434,Low,0
229179,AAA,2013J,M,0-35,20-30%,Pass,0,0.040960602,Low,0
229361,AAA,2013J,M,0-35,50-60%,Pass,0,0.0044263853,Low,0
231554,AAA,2013J,M,0-35,40-50%,Pass,0,0.19777638,Low,0
235507,AAA,2013J,M,0-35,90-100%,Withdrawn,1,0.59056795,Medium,1
236284,AAA,2013J,M,0-35,90-100%,Pass,0,0.037033297,Low,0
238007,AAA,2013J,M,55<=,90-100%,Pass,0,0.0041383696,Low,0
240712,AAA,2013J,M,0-35,80-90%,Pass,0,0.070238605,Low,0
240884,AAA,2013J,M,0-35,90-100%,Pass,0,0.107682675,Low,0
241649,AAA,2013J,M,35-55,90-100%,Pass,0,0.016071454,Low,0
241729,AAA,2013J,F,35-55,60-70%,Fail,1,0.2506699,Low,0
242793,AAA,2013J,M,35-55,20-30%,Pass,0,0.01588514,Low,0
246834,AAA,2013J,M,35-55,90-100%,Pass,0,0.043712195,Low,0
248270,AAA,2013J,M,0-35,20-30%,Pass,0,0.004739931,Low,0
255548,AAA,2013J,M,35-55,20-30%,Pass,0,0.04150918,Low,0
256815,AAA,2013J,M,0-35,10-20,Pass,0,0.0070311944,Low,0
258392,AAA,2013J,F,0-35,30-40%,Pass,0,0.03701412,Low,0
258894,AAA,2013J,F,35-55,70-80%,Pass,0,0.024530211,Low,0
260355,AAA,2013J,F,35-55,80-90%,Withdrawn,1,0.99898404,High,1
262011,AAA,2013J,M,35-55,20-30%,Pass,0,0.035191227,Low,0
262934,AAA,2013J,F,35-55,30-40%,Pass,0,0.014180843,Low,0
268073,AAA,2013J,M,35-55,10-20,Fail,1,0.0774206,Low,0
268733,AAA,2013J,M,0-35,30-40%,Withdrawn,1,0.9981858,High,1
271251,AAA,2013J,M,35-55,80-90%,Pass,0,0.030771319,Low,0
277880,AAA,2013J,F,0-35,60-70%,Withdrawn,1,0.99923384,High,1
279572,AAA,2013J,M,0-35,40-50%,Distinction,0,0.0035909724,Low,0
281022,AAA,2013J,F,0-35,30-40%,Pass,0,0.01902535,Low,0
281250,AAA,2013J,M,35-55,70-80%,Fail,1,0.7349135,High,1
281589,AAA,2013J,M,0-35,30-40%,Fail,1,0.9997614,High,1
282821,AAA,2013J,M,35-55,30-40%,Pass,0,0.2107703,Low,0
286488,AAA,2013J,M,35-55,90-100%,Pass,0,0.050345518,Low,0
287548,AAA,2013J,M,0-35,90-100%,Pass,0,0.053596906,Low,0
290201,AAA,2013J,M,0-35,20-30%,Pass,0,0.06590416,Low,0
290757,AAA,2013J,M,0-35,30-40%,Pass,0,0.012604755,Low,0
291334,AAA,2013J,M,35-55,90-100%,Distinction,0,0.0028299408,Low,0
292923,AAA,2013J,F,35-55,90-100%,Withdrawn,1,0.99986243,High,1
293699,AAA,2013J,M,0-35,70-80%,Pass,0,0.5775658,Medium,1
294570,AAA,2013J,M,55<=,90-100%,Pass,0,0.008931275,Low,0
294594,AAA,2013J,M,0-35,90-100%,Pass,0,0.028897664,Low,0
295741,AAA,2013J,M,35-55,40-50%,Fail,1,0.116423234,Low,0
296332,AAA,2013J,M,55<=,90-100%,Distinction,0,0.0068726605,Low,0
298696,AAA,2013J,F,0-35,80-90%,Pass,0,0.02113211,Low,0
300398,AAA,2013J,M,35-55,30-40%,Pass,0,0.007554041,Low,0
302302,AAA,2013J,F,0-35,40-50%,Fail,1,0.99243355,High,1
305152,AAA,2013J,M,0-35,70-80%,Fail,1,0.9962663,High,1
305386,AAA,2013J,M,0-35,70-80%,Pass,0,0.022491818,Low,0
305539,AAA,2013J,F,0-35,80-90%,Withdrawn,1,0.99995077,High,1
306107,AAA,2013J,M,35-55,50-60%,Pass,0,0.17418724,Low,0
306466,AAA,2013J,M,35-55,90-100%,Pass,0,0.008675518,Low,0
306897,AAA,2013J,F,0-35,10-20,Pass,0,0.0986685,Low,0
307061,AAA,2013J,F,0-35,10-20,Pass,0,0.0042757313,Low,0
307866,AAA,2013J,M,0-35,70-80%,Pass,0,0.20009583,Low,0
311917,AAA,2013J,M,55<=,60-70%,Pass,0,0.061870214,Low,0
312537,AAA,2013J,M,55<=,90-100%,Distinction,0,0.002839385,Low,0
312782,AAA,2013J,M,0-35,90-100%,Pass,0,0.20778577,Low,0
318933,AAA,2013J,F,0-35,80-90%,Pass,0,0.024017585,Low,0
319047,AAA,2013J,F,0-35,50-60%,Pass,0,0.005160291,Low,0
321942,AAA,2013J,M,55<=,90-100%,Pass,0,0.00530392,Low,0
324002,AAA,2013J,M,35-55,40-50%,Pass,0,0.01529499,Low,0
324084,AAA,2013J,F,35-55,10-20,Pass,0,0.102616966,Low,0
324282,AAA,2013J,M,0-35,90-100%,Pass,0,0.17710324,Low,0
331358,AAA,2013J,F,35-55,90-100%,Withdrawn,1,0.7034446,High,1
332789,AAA,2013J,F,35-55,60-70%,Pass,0,0.023515379,Low,0
333059,AAA,2013J,M,0-35,20-30%,Pass,0,0.08024856,Low,0
333323,AAA,2013J,M,0-35,80-90%,Pass,0,0.020291384,Low,0
334259,AAA,2013J,F,0-35,50-60%,Fail,1,0.9954535,High,1
334333,AAA,2013J,F,0-35,0-10%,Withdrawn,1,0.9999167,High,1
335764,AAA,2013J,F,0-35,20-30%,Withdrawn,1,0.75266546,High,1
336207,AAA,2013J,M,0-35,90-100%,Pass,0,0.041151356,Low,0
339972,AAA,2013J,M,0-35,80-90%,Pass,0,0.1482664,Low,0
341872,AAA,2013J,M,0-35,40-50%,Fail,1,0.49101442,Medium,0
342007,AAA,2013J,F,0-35,70-80%,Withdrawn,1,0.761331,High,1
342514,AAA,2013J,M,55<=,50-60%,Pass,0,0.02220917,Low,0
342972,AAA,2013J,M,0-35,0-10%,Pass,0,0.1350192,Low,0
343446,AAA,2013J,M,35-55,70-80%,Pass,0,0.011795917,Low,0
344282,AAA,2013J,M,0-35,10-20,Fail,1,0.17652497,Low,0
345068,AAA,2013J,M,0-35,60-70%,Pass,0,0.016820451,Low,0
345357,AAA,2013J,M,0-35,30-40%,Distinction,0,0.0062928894,Low,0
346025,AAA,2013J,M,0-35,50-60%,Pass,0,0.009726322,Low,0
346843,AAA,2013J,F,35-55,50-60%,Fail,1,0.9998186,High,1
350188,AAA,2013J,M,35-55,80-90%,Pass,0,0.009096261,Low,0
354858,AAA,2013J,M,35-55,90-100%,Withdrawn,1,0.9998988,High,1
357668,AAA,2013J,M,0-35,10-20,Fail,1,0.99366695,High,1
364177,AAA,2013J,M,35-55,70-80%,Fail,1,0.31667283,Low,0
365244,AAA,2013J,F,0-35,0-10%,Pass,0,0.12898508,Low,0
365642,AAA,2013J,M,35-55,10-20,Pass,0,0.025343124,Low,0
366483,AAA,2013J,M,0-35,40-50%,Pass,0,0.014851449,Low,0
368194,AAA,2013J,F,0-35,50-60%,Pass,0,0.15123732,Low,0
368824,AAA,2013J,M,35-55,50-60%,Fail,1,0.11883408,Low,0
368963,AAA,2013J,M,0-35,0-10%,Pass,0,0.07094923,Low,0
376439,AAA,2013J,M,0-35,?,Distinction,0,0.0041664755,Low,0
376581,AAA,2013J,F,35-55,80-90%,Pass,0,0.02952086,Low,0
380953,AAA,2013J,M,0-35,80-90%,Pass,0,0.021071257,Low,0
383254,AAA,2013J,M,0-35,90-100%,Pass,0,0.03206885,Low,0
386924,AAA,2013J,M,0-35,?,Pass,0,0.10545247,Low,0
386952,AAA,2013J,M,0-35,70-80%,Pass,0,0.037659973,Low,0
388722,AAA,2013J,F,35-55,80-90%,Pass,0,0.033976443,Low,0
388885,AAA,2013J,M,35-55,90-100%,Pass,0,0.0556015,Low,0
390890,AAA,2013J,M,0-35,0-10%,Withdrawn,1,0.81291324,High,1
392756,AAA,2013J,M,0-35,70-80%,Fail,1,0.6699917,High,1
392931,AAA,2013J,F,35-55,50-60%,Pass,0,0.013427705,Low,0
393207,AAA,2013J,M,0-35,60-70%,Pass,0,0.01708909,Low,0
396872,AAA,2013J,M,0-35,50-60%,Pass,0,0.116787866,Low,0
398552,AAA,2013J,M,0-35,90-100%,Fail,1,0.18873923,Low,0
401869,AAA,2013J,F,0-35,80-90%,Pass,0,0.08233886,Low,0
402470,AAA,2013J,M,35-55,50-60%,Pass,0,0.09800225,Low,0
404804,AAA,2013J,M,35-55,20-30%,Pass,0,0.9118764,High,1
405088,AAA,2013J,M,0-35,20-30%,Pass,0,0.020243816,Low,0
405961,AAA,2013J,M,0-35,90-100%,Withdrawn,1,0.9998702,High,1
414117,AAA,2013J,M,0-35,50-60%,Pass,0,0.013759225,Low,0
415969,AAA,2013J,M,35-55,0-10%,Withdrawn,1,0.9989448,High,1
420087,AAA,2013J,M,0-35,40-50%,Fail,1,0.9929697,High,1
429958,AAA,2013J,F,0-35,70-80%,Pass,0,0.06895076,Low,0
441018,AAA,2013J,F,0-35,70-80%,Pass,0,0.075624414,Low,0
441888,AAA,2013J,M,0-35,20-30%,Pass,0,0.029035382,Low,0
442442,AAA,2013J,M,0-35,80-90%,Withdrawn,1,0.9994455,High,1
444677,AAA,2013J,M,0-35,30-40%,Distinction,0,0.0018749377,Low,0
470588,AAA,2013J,M,35-55,90-100%,Withdrawn,1,0.9978789,High,1
489455,AAA,2013J,F,0-35,20-30%,Pass,0,0.012396732,Low,0
494424,AAA,2013J,F,0-35,80-90%,Fail,1,0.99987805,High,1
495284,AAA,2013J,M,0-35,80-90%,Pass,0,0.107565895,Low,0
498857,AAA,2013J,M,35-55,80-90%,Pass,0,0.02041683,Low,0
508818,AAA,2013J,M,0-35,40-50%,Pass,0,0.0821268,Low,0
512460,AAA,2013J,M,0-35,90-100%,Pass,0,0.04419604,Low,0
544103,AAA,2013J,M,0-35,40-50%,Pass,0,0.021360325,Low,0
550383,AAA,2013J,M,0-35,60-70%,Pass,0,0.2247091,Low,0
564450,AAA,2013J,M,0-35,80-90%,Fail,1,0.257904,Low,0
568601,AAA,2013J,F,0-35,30-40%,Withdrawn,1,0.99927956,High,1
572652,AAA,2013J,M,0-35,70-80%,Pass,0,0.022821473,Low,0
580389,AAA,2013J,M,0-35,90-100%,Pass,0,0.041093238,Low,0
581129,AAA,2013J,M,0-35,30-40%,Fail,1,0.9931739,High,1
588775,AAA,2013J,M,0-35,90-100%,Pass,0,0.0055217943,Low,0
591774,AAA,2013J,M,35-55,90-100%,Pass,0,0.046379935,Low,0
603861,AAA,2013J,M,55<=,?,Withdrawn,1,0.98135597,High,1
606143,AAA,2013J,M,35-55,90-100%,Fail,1,0.9995701,High,1
704156,AAA,2013J,M,55<=,90-100%,Pass,0,0.07041214,Low,0
705379,AAA,2013J,M,55<=,60-70%,Distinction,0,0.006551106,Low,0
721259,AAA,2013J,F,55<=,50-60%,Withdrawn,1,0.99992824,High,1
749412,AAA,2013J,M,55<=,70-80%,Pass,0,0.015785243,Low,0
760729,AAA,2013J,M,55<=,60-70%,Distinction,0,0.004963554,Low,0
905042,AAA,2013J,F,35-55,90-100%,Pass,0,0.013017273,Low,0
949618,AAA,2013J,F,35-55,50-60%,Pass,0,0.11320986,Low,0
958987,AAA,2013J,M,35-55,40-50%,Pass,0,0.007501239,Low,0
968578,AAA,2013J,F,35-55,40-50%,Pass,0,0.013378523,Low,0
969076,AAA,2013J,M,35-55,80-90%,Withdrawn,1,0.99689,High,1
971027,AAA,2013J,F,35-55,90-100%,Pass,0,0.023328617,Low,0
978739,AAA,2013J,M,35-55,90-100%,Pass,0,0.047150884,Low,0
1035023,AAA,2013J,F,35-55,30-40%,Pass,0,0.017170712,Low,0
1105478,AAA,2013J,M,55<=,80-90%,Pass,0,0.018631926,Low,0
1352868,AAA,2013J,M,35-55,20-30%,Withdrawn,1,0.47551298,Medium,0
1401935,AAA,2013J,M,35-55,70-80%,Fail,1,0.999814,High,1
1402638,AAA,2013J,F,35-55,30-40%,Pass,0,0.016780589,Low,0
1414443,AAA,2013J,F,35-55,10-20,Fail,1,0.9727506,High,1
1456619,AAA,2013J,M,35-55,90-100%,Withdrawn,1,0.99991155,High,1
1465690,AAA,2013J,M,35-55,40-50%,Pass,0,0.008390933,Low,0
1472925,AAA,2013J,F,35-55,40-50%,Fail,1,0.5115511,Medium,1
1488959,AAA,2013J,M,35-55,70-80%,Pass,0,0.091699034,Low,0
1518989,AAA,2013J,F,35-55,80-90%,Pass,0,0.015323814,Low,0
1618738,AAA,2013J,M,35-55,90-100%,Pass,0,0.14849901,Low,0
1620151,AAA,2013J,M,35-55,90-100%,Fail,1,0.996554,High,1
1626710,AAA,2013J,M,35-55,60-70%,Distinction,0,0.003235934,Low,0
1640609,AAA,2013J,M,35-55,30-40%,Pass,0,0.0026731407,Low,0
1686521,AAA,2013J,F,35-55,50-60%,Withdrawn,1,0.9999304,High,1
1729319,AAA,2013J,F,35-55,40-50%,Pass,0,0.006652129,Low,0
1746134,AAA,2013J,M,35-55,60-70%,Pass,0,0.010592445,Low,0
1758449,AAA,2013J,M,35-55,30-40%,Withdrawn,1,0.9998124,High,1
1763015,AAA,2013J,F,35-55,10-20,Withdrawn,1,0.999889,High,1
1765788,AAA,2013J,M,55<=,70-80%,Pass,0,0.028882401,Low,0
1801229,AAA,2013J,M,35-55,?,Pass,0,0.0135408845,Low,0
1801641,AAA,2013J,M,35-55,30-40%,Pass,0,0.04522436,Low,0
1847830,AAA,2013J,M,35-55,40-50%,Pass,0,0.012359908,Low,0
1860318,AAA,2013J,M,35-55,40-50%,Pass,0,0.0721324,Low,0
1889511,AAA,2013J,M,35-55,50-60%,Pass,0,0.041448325,Low,0
1889577,AAA,2013J,F,35-55,70-80%,Pass,0,0.014889645,Low,0
1894188,AAA,2013J,F,0-35,80-90%,Pass,0,0.025432974,Low,0
1938355,AAA,2013J,M,35-55,90-100%,Pass,0,0.026713379,Low,0
1942396,AAA,2013J,F,35-55,40-50%,Pass,0,0.3947191,Medium,0
1970390,AAA,2013J,M,35-55,0-10%,Withdrawn,1,0.57596874,Medium,1
1976139,AAA,2013J,M,35-55,50-60%,Pass,0,0.06339438,Low,0
2011876,AAA,2013J,F,0-35,90-100%,Pass,0,0.011419975,Low,0
2012966,AAA,2013J,M,35-55,30-40%,Pass,0,0.025546186,Low,0
2051699,AAA,2013J,F,35-55,70-80%,Pass,0,0.033351857,Low,0
2062879,AAA,2013J,F,0-35,60-70%,Fail,1,0.11179342,Low,0
2065691,AAA,2013J,M,35-55,30-40%,Withdrawn,1,0.99948883,High,1
2073016,AAA,2013J,F,35-55,30-40%,Withdrawn,1,0.97740376,High,1
2080474,AAA,2013J,F,35-55,90-100%,Pass,0,0.047844704,Low,0
2083877,AAA,2013J,F,0-35,0-10%,Pass,0,0.044826172,Low,0
2084066,AAA,2013J,F,35-55,50-60%,Fail,1,0.9642713,High,1
2104505,AAA,2013J,M,35-55,0-10%,Pass,0,0.14042823,Low,0
2122180,AAA,2013J,F,35-55,80-90%,Distinction,0,0.003992193,Low,0
2139353,AAA,2013J,M,35-55,50-60%,Withdrawn,1,0.8532933,High,1
2143752,AAA,2013J,F,35-55,70-80%,Pass,0,0.12382534,Low,0
2146792,AAA,2013J,M,55<=,20-30%,Pass,0,0.015471331,Low,0
2149225,AAA,2013J,M,35-55,70-80%,Withdrawn,1,0.99989116,High,1
2153153,AAA,2013J,F,0-35,40-50%,Pass,0,0.16851549,Low,0
2155014,AAA,2013J,F,0-35,80-90%,Pass,0,0.0319171,Low,0
2164705,AAA,2013J,F,0-35,40-50%,Fail,1,0.9998667,High,1
2171627,AAA,2013J,F,35-55,30-40%,Pass,0,0.02402669,Low,0
2182846,AAA,2013J,F,35-55,70-80%,Pass,0,0.012323464,Low,0
2194100,AAA,2013J,F,35-55,50-60%,Pass,0,0.06606796,Low,0
2197016,AAA,2013J,F,35-55,30-40%,Pass,0,0.0229273,Low,0
2208424,AAA,2013J,M,0-35,20-30%,Pass,0,0.06668136,Low,0
2229865,AAA,2013J,F,35-55,10-20,Pass,0,0.007140642,Low,0
2255601,AAA,2013J,F,35-55,80-90%,Withdrawn,1,0.99872893,High,1
2268379,AAA,2013J,F,0-35,20-30%,Pass,0,0.0058536446,Low,0
2278464,AAA,2013J,M,35-55,30-40%,Pass,0,0.5785312,Medium,1
2293923,AAA,2013J,M,0-35,90-100%,Pass,0,0.17062534,Low,0
2312620,AAA,2013J,F,35-55,20-30%,Withdrawn,1,0.9974813,High,1
2318055,AAA,2013J,M,35-55,90-100%,Withdrawn,1,0.57814455,Medium,1
2324976,AAA,2013J,F,35-55,90-100%,Withdrawn,1,0.9998431,High,1
2329342,AAA,2013J,F,35-55,40-50%,Pass,0,0.3052999,Low,0
2339528,AAA,2013J,F,0-35,40-50%,Distinction,0,0.05673534,Low,0
2342426,AAA,2013J,M,35-55,20-30%,Fail,1,0.07697477,Low,0
2344901,AAA,2013J,F,0-35,60-70%,Fail,1,0.9084945,High,1
2358056,AAA,2013J,F,0-35,?,Fail,1,0.032768115,Low,0
2358969,AAA,2013J,F,0-35,70-80%,Withdrawn,1,0.89441735,High,1
2364471,AAA,2013J,F,0-35,90-100%,Pass,0,0.004557217,Low,0
2365101,AAA,2013J,M,0-35,20-30%,Withdrawn,1,0.9998915,High,1
2367155,AAA,2013J,F,0-35,80-90%,Pass,0,0.030267531,Low,0
2369266,AAA,2013J,F,35-55,70-80%,Pass,0,0.1389669,Low,0
2376496,AAA,2013J,F,0-35,20-30%,Pass,0,0.039027918,Low,0
2391984,AAA,2013J,M,0-35,90-100%,Withdrawn,1,0.927022,High,1
2411661,AAA,2013J,F,0-35,80-90%,Fail,1,0.81881064,High,1
2411778,AAA,2013J,M,0-35,20-30%,Withdrawn,1,0.9995528,High,1
2412002,AAA,2013J,M,35-55,50-60%,Distinction,0,0.01527802,Low,0
2412967,AAA,2013J,F,35-55,80-90%,Pass,0,0.0061527733,Low,0
2429854,AAA,2013J,M,35-55,10-20,Withdrawn,1,0.99968123,High,1
2437837,AAA,2013J,F,0-35,30-40%,Pass,0,0.040561996,Low,0
2449878,AAA,2013J,F,0-35,30-40%,Pass,0,0.0426457,Low,0
2456480,AAA,2013J,M,35-55,80-90%,Fail,1,0.9987889,High,1
2457256,AAA,2013J,M,35-55,80-90%,Pass,0,0.104497045,Low,0
2458355,AAA,2013J,M,35-55,80-90%,Pass,0,0.0020867009,Low,0
2460080,AAA,2013J,M,55<=,90-100%,Pass,0,0.011107757,Low,0
2461190,AAA,2013J,M,55<=,70-80%,Fail,1,0.9973878,High,1
2469673,AAA,2013J,F,35-55,20-30%,Fail,1,0.72187454,High,1
2470694,AAA,2013J,F,55<=,50-60%,Withdrawn,1,0.96234,High,1
2479954,AAA,2013J,M,0-35,40-50%,Pass,0,0.008513005,Low,0
2481901,AAA,2013J,M,35-55,80-90%,Pass,0,0.058568664,Low,0
2482700,AAA,2013J,M,0-35,90-100%,Pass,0,0.15869947,Low,0
2486127,AAA,2013J,F,0-35,90-100%,Pass,0,0.041701384,Low,0
2498700,AAA,2013J,F,0-35,40-50%,Pass,0,0.012306123,Low,0
2516503,AAA,2013J,M,35-55,40-50%,Pass,0,0.0024144885,Low,0
2518069,AAA,2013J,M,0-35,90-100%,Pass,0,0.015735285,Low,0
2521459,AAA,2013J,F,0-35,10-20,Pass,0,0.03813399,Low,0
2523736,AAA,2013J,M,55<=,20-30%,Pass,0,0.1841082,Low,0
2529279,AAA,2013J,F,35-55,60-70%,Pass,0,0.062495887,Low,0
2532302,AAA,2013J,F,0-35,80-90%,Pass,0,0.07611927,Low,0
2536991,AAA,2013J,M,55<=,90-100%,Distinction,0,0.012319281,Low,0
2542724,AAA,2013J,F,0-35,40-50%,Withdrawn,1,0.99990785,High,1
2550279,AAA,2013J,F,35-55,?,Pass,0,0.019936398,Low,0
2551220,AAA,2013J,F,0-35,90-100%,Pass,0,0.0117825605,Low,0
2552472,AAA,2013J,F,35-55,80-90%,Withdrawn,1,0.99945873,High,1
2555340,AAA,2013J,F,35-55,90-100%,Pass,0,0.008660628,Low,0
2557283,AAA,2013J,M,55<=,80-90%,Pass,0,0.0060553434,Low,0
2559575,AAA,2013J,M,0-35,30-40%,Pass,0,0.036860324,Low,0
2562034,AAA,2013J,M,0-35,70-80%,Pass,0,0.043570843,Low,0
2566163,AAA,2013J,F,0-35,80-90%,Pass,0,0.030574009,Low,0
2566592,AAA,2013J,F,35-55,90-100%,Pass,0,0.04081349,Low,0
2569324,AAA,2013J,M,0-35,90-100%,Withdrawn,1,0.5988273,Medium,1
2574528,AAA,2013J,M,35-55,?,Pass,0,0.019587012,Low,0
2574583,AAA,2013J,M,35-55,70-80%,Pass,0,0.040303905,Low,0
