id_student,code_module,is_at_risk,risk_score,risk_tier,predicted_risk,top_reason,top_shap,reason_2,reason_3,engagement_span,dropout_modules,mean_score,active_days,engagement_decline
181316,AAA,1,0.9998915,High,1,engagement_span,3.315342,engagement_decline,dropout_modules,76.0,1,76.0,20.0,0.9979508196721312
183096,AAA,0,0.058576968,Low,0,engagement_span,1.7287832,mean_score,score_std,252.0,0,54.0,116.0,0.0805825242718446
183947,AAA,0,0.11976778,Low,0,engagement_span,1.4169834,mean_score,dropout_modules,256.0,0,49.0,58.0,-0.639344262295082
184271,AAA,0,0.053873885,Low,0,engagement_span,1.922451,mean_score,dropout_modules,273.0,0,59.8,147.0,0.1900826446280991
185439,AAA,1,0.9996314,High,1,engagement_span,3.677829,engagement_decline,num_unsubmitted,49.0,0,74.0,15.0,0.9976635514018692
186149,AAA,0,0.04743042,Low,0,engagement_span,2.1098154,dropout_modules,early_clicks,277.0,0,76.0,109.0,0.3790750568612585
187100,AAA,0,0.0018371231,Low,0,engagement_span,2.1828337,mean_score,dropout_modules,275.0,0,89.2,231.0,-0.1282306163021868
188278,AAA,1,0.61505985,Medium,1,dropout_modules,1.7271849,engagement_span,early_clicks,290.0,1,71.66666666666667,167.0,0.5402336145360156
189879,AAA,0,0.013603523,Low,0,engagement_span,1.9310477,dropout_modules,mean_score,256.0,0,79.4,84.0,-0.1460361613351877
192183,AAA,0,0.016830225,Low,0,engagement_span,1.6456759,dropout_modules,engagement_decline,252.0,0,68.4,176.0,-0.6976549413735343
195262,AAA,1,0.99065405,High,1,engagement_span,2.1753385,dropout_modules,mean_score,188.0,1,50.0,58.0,-0.4511568123393316
200860,AAA,0,0.26810533,Low,0,engagement_span,1.5875964,mean_score,min_score,262.0,0,54.4,81.0,0.3507692307692308
202635,AAA,1,0.9989435,High,1,engagement_span,3.5621238,dropout_modules,num_unsubmitted,153.0,1,66.66666666666667,47.0,0.6641580432737535
205350,AAA,0,0.034307256,Low,0,engagement_span,2.0453532,dropout_modules,min_score,278.0,0,72.2,126.0,0.2885010266940451
205719,AAA,1,0.99501246,High,1,engagement_decline,1.5877038,num_unsubmitted,mean_score,216.0,0,56.66666666666666,32.0,0.7773722627737226
227499,AAA,0,0.0038475117,Low,0,engagement_span,2.0105307,dropout_modules,score_std,253.0,0,83.6,162.0,0.0495049504950495
227517,AAA,1,0.31352985,Low,0,engagement_span,1.919913,engagement_decline,mean_score,272.0,0,62.6,69.0,0.5948777648428405
228082,AAA,0,0.05506168,Low,0,engagement_span,1.5909613,dropout_modules,num_unsubmitted,253.0,0,72.4,37.0,-0.2019230769230769
228222,AAA,0,0.111592434,Low,0,engagement_span,1.5886716,dropout_modules,mean_score,243.0,0,61.8,38.0,0.0044642857142857
229179,AAA,0,0.040960602,Low,0,engagement_span,1.6847767,dropout_modules,mean_score,250.0,0,66.0,50.0,0.3169398907103825
229361,AAA,0,0.0044263853,Low,0,engagement_span,1.8676344,score_std,dropout_modules,278.0,0,78.0,123.0,-0.8635294117647059
231554,AAA,0,0.19777638,Low,0,engagement_span,1.8628217,dropout_modules,mean_score,258.0,0,67.75,86.0,0.1862068965517241
235507,AAA,1,0.59056795,Medium,1,engagement_span,1.3822355,dropout_modules,mean_score,269.0,1,57.833333333333336,136.0,0.0660522273425499
236284,AAA,0,0.037033297,Low,0,engagement_span,0.7444093,dropout_modules,engagement_decline,226.0,0,78.0,41.0,-1.8229166666666667
238007,AAA,0,0.0041383696,Low,0,engagement_span,1.773279,dropout_modules,active_day_rate,253.0,0,79.2,162.0,-0.6069986541049798
240712,AAA,0,0.070238605,Low,0,engagement_span,0.7222488,dropout_modules,engagement_decline,224.0,0,75.8,26.0,-0.8333333333333334
240884,AAA,0,0.107682675,Low,0,engagement_span,1.6612115,mean_score,dropout_modules,248.0,0,58.4,44.0,0.0933333333333333
241649,AAA,0,0.016071454,Low,0,engagement_span,2.1013632,dropout_modules,mean_score,273.0,0,78.8,135.0,0.185823754789272
241729,AAA,1,0.2506699,Low,0,engagement_span,1.6249573,mean_score,dropout_modules,270.0,0,58.6,117.0,-1.0721476510067114
242793,AAA,0,0.01588514,Low,0,engagement_span,1.7716506,dropout_modules,engagement_decline,271.0,0,77.4,56.0,-0.75
246834,AAA,0,0.043712195,Low,0,engagement_span,1.7617478,mean_score,score_std,277.0,0,55.6,68.0,-0.248565965583174
248270,AAA,0,0.004739931,Low,0,engagement_span,2.251061,dropout_modules,score_std,275.0,0,78.4,193.0,0.22911051212938
255548,AAA,0,0.04150918,Low,0,engagement_span,2.0570903,dropout_modules,active_day_rate,278.0,0,71.4,166.0,0.4169221336603311
256815,AAA,0,0.0070311944,Low,0,engagement_span,1.8970695,dropout_modules,score_std,272.0,0,76.8,139.0,-0.954183266932271
258392,AAA,0,0.03701412,Low,0,engagement_span,1.4803386,mean_score,score_std,250.0,0,58.8,53.0,-0.668769716088328
258894,AAA,0,0.024530211,Low,0,engagement_span,1.7907252,dropout_modules,engagement_decline,265.0,0,64.8,204.0,-1.1624203821656052
260355,AAA,1,0.99898404,High,1,engagement_span,2.6498902,dropout_modules,num_unsubmitted,172.0,2,57.5,43.0,0.3410852713178294
262011,AAA,0,0.035191227,Low,0,engagement_span,1.6773924,dropout_modules,score_std,250.0,0,71.0,69.0,-0.1707317073170731
262934,AAA,0,0.014180843,Low,0,engagement_span,2.2340982,dropout_modules,score_std,268.0,0,76.6,119.0,0.3047149894440535
268073,AAA,1,0.0774206,Low,0,engagement_span,2.043984,dropout_modules,early_clicks,271.0,0,74.6,116.0,-0.3091301222142343
268733,AAA,1,0.9981858,High,1,engagement_span,1.4177033,num_unsubmitted,submission_rate,187.0,1,43.0,18.0,0.6689655172413793
271251,AAA,0,0.030771319,Low,0,engagement_span,2.072782,dropout_modules,early_clicks,276.0,0,76.4,128.0,0.0489225393127548
277880,AAA,1,0.99923384,High,1,engagement_span,2.488111,dropout_modules,early_clicks,187.0,2,67.66666666666667,82.0,0.6283783783783784
279572,AAA,0,0.0035909724,Low,0,engagement_span,2.0948372,score_std,dropout_modules,275.0,0,79.2,63.0,-0.2965116279069767
281022,AAA,0,0.01902535,Low,0,engagement_span,1.6992651,dropout_modules,score_std,250.0,0,73.4,49.0,-0.0413223140495867
281250,AAA,1,0.7349135,High,1,engagement_decline,1.2076001,engagement_span,mean_score,253.0,0,55.4,15.0,0.693069306930693
281589,AAA,1,0.9997614,High,1,engagement_span,2.7169068,mean_score,engagement_decline,142.0,0,0.0,8.0,0.8909090909090909
282821,AAA,0,0.2107703,Low,0,engagement_span,1.6400318,mean_score,dropout_modules,252.0,0,60.6,87.0,0.4245585874799358
286488,AAA,0,0.050345518,Low,0,engagement_span,1.6354297,dropout_modules,mean_score,252.0,0,71.0,68.0,-0.4372093023255814
287548,AAA,0,0.053596906,Low,0,engagement_span,1.7058418,dropout_modules,num_unsubmitted,251.0,0,67.8,47.0,0.4354838709677419
290201,AAA,0,0.06590416,Low,0,engagement_span,1.8288099,dropout_modules,mean_score,248.0,0,70.4,108.0,0.1507430997876857
290757,AAA,0,0.012604755,Low,0,engagement_span,1.4267927,score_std,dropout_modules,254.0,0,75.0,33.0,-1.5351351351351352
291334,AAA,0,0.0028299408,Low,0,engagement_span,2.1740246,dropout_modules,mean_score,278.0,0,83.6,229.0,-0.0497453975714845
292923,AAA,1,0.99986243,High,1,engagement_span,3.1160681,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
293699,AAA,0,0.5775658,Medium,1,mean_score,1.506128,engagement_span,engagement_decline,244.0,0,46.75,28.0,-2.0
294570,AAA,0,0.008931275,Low,0,engagement_span,2.0731325,score_std,dropout_modules,271.0,0,78.2,119.0,0.0211581291759465
294594,AAA,0,0.028897664,Low,0,engagement_span,1.7720361,mean_score,dropout_modules,266.0,0,52.8,94.0,-0.2230769230769231
295741,AAA,1,0.116423234,Low,0,engagement_span,1.3820226,num_unsubmitted,dropout_modules,273.0,0,71.0,166.0,-0.248730964467005
296332,AAA,0,0.0068726605,Low,0,engagement_span,2.0670846,mean_score,dropout_modules,277.0,0,86.8,124.0,0.0594594594594594
298696,AAA,0,0.02113211,Low,0,engagement_span,1.944102,dropout_modules,engagement_decline,263.0,0,80.8,58.0,0.3975155279503105
300398,AAA,0,0.007554041,Low,0,engagement_span,2.0976548,score_std,dropout_modules,274.0,0,78.8,108.0,-0.246067415730337
302302,AAA,1,0.99243355,High,1,engagement_span,2.3709729,num_unsubmitted,engagement_decline,185.0,0,58.66666666666666,24.0,0.5967302452316077
305152,AAA,1,0.9962663,High,1,engagement_decline,1.8293679,num_unsubmitted,submission_rate,207.0,0,64.0,11.0,0.84375
305386,AAA,0,0.022491818,Low,0,engagement_span,1.8097324,score_std,dropout_modules,247.0,0,78.0,85.0,0.2946666666666667
305539,AAA,1,0.99995077,High,1,engagement_span,2.804211,mean_score,engagement_decline,5.0,1,0.0,6.0,0.9855072463768116
306107,AAA,0,0.17418724,Low,0,engagement_span,1.5174407,mean_score,dropout_modules,242.0,0,58.2,81.0,-0.0060851926977687
306466,AAA,0,0.008675518,Low,0,engagement_span,2.108664,dropout_modules,mean_score,278.0,0,82.0,110.0,-0.0231788079470198
306897,AAA,0,0.0986685,Low,0,engagement_span,1.9002393,dropout_modules,mean_score,271.0,0,62.6,189.0,0.5302624531333691
307061,AAA,0,0.0042757313,Low,0,engagement_span,1.9360759,dropout_modules,score_std,271.0,0,81.2,87.0,-0.4782608695652174
307866,AAA,0,0.20009583,Low,0,engagement_span,1.7334764,mean_score,dropout_modules,262.0,0,60.0,76.0,0.1842751842751842
311917,AAA,0,0.061870214,Low,0,engagement_span,1.8327576,mean_score,dropout_modules,272.0,0,59.2,145.0,0.0472440944881889
312537,AAA,0,0.002839385,Low,0,engagement_span,2.12797,mean_score,dropout_modules,278.0,0,87.8,271.0,0.0884272997032641
312782,AAA,0,0.20778577,Low,0,engagement_span,1.5150763,dropout_modules,num_unsubmitted,253.0,0,61.8,46.0,0.5260416666666666
318933,AAA,0,0.024017585,Low,0,engagement_span,2.0040164,dropout_modules,score_std,266.0,0,66.6,106.0,0.316272965879265
319047,AAA,0,0.005160291,Low,0,engagement_span,2.0272417,dropout_modules,engagement_decline,278.0,0,78.4,232.0,-1.6515235457063713
321942,AAA,0,0.00530392,Low,0,engagement_span,2.1795003,dropout_modules,mean_score,278.0,0,80.4,239.0,-0.0295834171865566
324002,AAA,0,0.01529499,Low,0,engagement_span,1.9616084,dropout_modules,mean_score,252.0,0,80.4,122.0,0.0581632653061224
324084,AAA,0,0.102616966,Low,0,engagement_span,1.6468105,mean_score,min_score,273.0,0,57.6,110.0,-0.5198973042362003
324282,AAA,0,0.17710324,Low,0,engagement_span,1.6501507,dropout_modules,min_score,278.0,0,61.2,38.0,0.2467532467532467
331358,AAA,1,0.7034446,High,1,dropout_modules,2.373376,engagement_span,submission_rate,282.0,1,84.66666666666667,201.0,-0.0729789241899968
332789,AAA,0,0.023515379,Low,0,engagement_span,2.011801,score_std,dropout_modules,274.0,0,74.4,72.0,-0.3370944992947813
333059,AAA,0,0.08024856,Low,0,engagement_span,1.3144466,engagement_decline,dropout_modules,251.0,0,65.8,31.0,-1.9350649350649352
333323,AAA,0,0.020291384,Low,0,engagement_span,1.7759023,score_std,dropout_modules,278.0,0,74.4,36.0,-0.5096525096525096
334259,AAA,1,0.9954535,High,1,engagement_decline,1.5424107,num_unsubmitted,submission_rate,212.0,0,53.0,27.0,0.781021897810219
334333,AAA,1,0.9999167,High,1,engagement_span,2.992291,engagement_decline,mean_score,73.0,1,36.0,33.0,0.9967105263157896
335764,AAA,1,0.75266546,High,1,dropout_modules,2.487908,engagement_span,submission_rate,293.0,1,86.875,187.0,0.2868352223190933
336207,AAA,0,0.041151356,Low,0,engagement_span,2.0623846,dropout_modules,mean_score,272.0,0,68.2,111.0,0.3337547408343868
339972,AAA,0,0.1482664,Low,0,engagement_span,1.481795,mean_score,num_unsubmitted,267.0,0,49.8,33.0,-0.5572519083969466
341872,AAA,1,0.49101442,Medium,0,engagement_span,2.5803893,engagement_decline,score_std,177.0,0,64.2,35.0,-2.0
342007,AAA,1,0.761331,High,1,dropout_modules,2.2127352,engagement_span,submission_rate,280.0,1,82.33333333333333,161.0,0.055045871559633
342514,AAA,0,0.02220917,Low,0,engagement_span,2.0537713,dropout_modules,score_std,270.0,0,77.2,98.0,-0.002051282051282
342972,AAA,0,0.1350192,Low,0,engagement_span,1.6981915,mean_score,dropout_modules,257.0,0,60.4,72.0,0.3431952662721893
343446,AAA,0,0.011795917,Low,0,engagement_span,2.2152894,dropout_modules,mean_score,278.0,0,78.4,173.0,0.1557916034395549
344282,AAA,1,0.17652497,Low,0,engagement_span,1.289229,mean_score,dropout_modules,241.0,0,49.2,18.0,0.282051282051282
345068,AAA,0,0.016820451,Low,0,engagement_span,1.5490661,dropout_modules,engagement_decline,247.0,0,78.0,51.0,-1.0
345357,AAA,0,0.0062928894,Low,0,engagement_span,2.058741,dropout_modules,mean_score,273.0,0,80.4,134.0,-0.3830472103004292
346025,AAA,0,0.009726322,Low,0,engagement_span,2.0493054,dropout_modules,mean_score,277.0,0,82.4,103.0,-0.0176678445229682
346843,AAA,1,0.9998186,High,1,engagement_span,3.0079398,engagement_decline,mean_score,35.0,0,0.0,8.0,0.993939393939394
350188,AAA,0,0.009096261,Low,0,engagement_span,1.9625242,dropout_modules,score_std,274.0,0,73.8,78.0,-0.4145569620253164
354858,AAA,1,0.9998988,High,1,engagement_span,2.730601,engagement_decline,mean_score,10.0,1,0.0,7.0,0.9949748743718592
357668,AAA,1,0.99366695,High,1,engagement_span,2.9860365,num_unsubmitted,submission_rate,170.0,0,57.0,27.0,0.1333333333333333
364177,AAA,1,0.31667283,Low,0,dropout_modules,0.6184471,mean_score,engagement_span,221.0,0,69.0,63.0,-0.1715039577836411
365244,AAA,0,0.12898508,Low,0,engagement_span,1.7699926,mean_score,dropout_modules,265.0,0,56.4,78.0,0.2386587771203155
365642,AAA,0,0.025343124,Low,0,engagement_span,2.0236788,dropout_modules,active_day_rate,278.0,0,70.0,148.0,-0.0689320388349514
366483,AAA,0,0.014851449,Low,0,engagement_span,1.7899584,dropout_modules,active_days,246.0,0,76.8,129.0,-0.2779503105590062
368194,AAA,0,0.15123732,Low,0,engagement_span,1.5309256,mean_score,dropout_modules,251.0,0,50.4,32.0,-0.1732673267326732
368824,AAA,1,0.11883408,Low,0,engagement_span,1.3182666,mean_score,dropout_modules,250.0,0,55.6,25.0,-0.6972477064220184
368963,AAA,0,0.07094923,Low,0,engagement_span,1.7097814,dropout_modules,engagement_decline,246.0,0,66.4,52.0,0.6338028169014085
376439,AAA,0,0.0041664755,Low,0,engagement_span,2.0443294,mean_score,dropout_modules,259.0,0,87.0,154.0,0.0
376581,AAA,0,0.02952086,Low,0,engagement_span,1.3282518,dropout_modules,engagement_decline,241.0,0,72.8,124.0,-0.8970223325062034
380953,AAA,0,0.021071257,Low,0,engagement_span,1.9279553,dropout_modules,score_std,259.0,0,67.8,97.0,0.0441176470588235
383254,AAA,0,0.03206885,Low,0,engagement_span,1.5608536,dropout_modules,score_std,241.0,0,75.6,91.0,0.0535714285714285
386924,AAA,0,0.10545247,Low,0,engagement_span,0.7651432,dropout_modules,early_clicks,226.0,0,67.8,31.0,-0.3714285714285714
386952,AAA,0,0.037659973,Low,0,engagement_span,2.035482,dropout_modules,min_score,278.0,0,68.0,114.0,0.3448275862068966
388722,AAA,0,0.033976443,Low,0,engagement_span,1.8313118,dropout_modules,mean_score,258.0,0,63.8,57.0,0.2654639175257732
388885,AAA,0,0.0556015,Low,0,engagement_span,1.7787284,mean_score,dropout_modules,277.0,0,60.6,50.0,-0.181592039800995
390890,AAA,1,0.81291324,High,1,dropout_modules,1.7651197,engagement_span,submission_rate,282.0,1,68.625,91.0,0.3460264900662251
392756,AAA,1,0.6699917,High,1,mean_score,1.6242192,engagement_span,min_score,251.0,0,45.0,44.0,0.2535885167464115
392931,AAA,0,0.013427705,Low,0,engagement_span,1.8150084,dropout_modules,engagement_decline,278.0,0,68.4,177.0,-1.7846347607052897
393207,AAA,0,0.01708909,Low,0,engagement_span,1.7426628,dropout_modules,score_std,253.0,0,74.2,50.0,-0.4321329639889196
396872,AAA,0,0.116787866,Low,0,engagement_span,1.6892958,mean_score,dropout_modules,254.0,0,61.4,70.0,-0.2733485193621868
398552,AAA,1,0.18873923,Low,0,engagement_span,1.7268646,mean_score,dropout_modules,269.0,0,46.4,87.0,0.1100478468899521
401869,AAA,0,0.08233886,Low,0,engagement_span,1.8275652,dropout_modules,mean_score,263.0,0,65.0,90.0,0.485759493670886
402470,AAA,0,0.09800225,Low,0,engagement_span,1.9713151,engagement_decline,dropout_modules,272.0,0,72.6,83.0,0.6032818532818532
404804,AAA,0,0.9118764,High,1,engagement_decline,1.7790984,mean_score,engagement_span,254.0,0,43.8,26.0,0.8333333333333334
405088,AAA,0,0.020243816,Low,0,engagement_span,1.9210824,dropout_modules,engagement_decline,278.0,0,77.2,87.0,-0.688588007736944
405961,AAA,1,0.9998702,High,1,engagement_span,3.1379514,mean_score,dropout_modules,0.0,1,0.0,0.0,0.0
414117,AAA,0,0.013759225,Low,0,engagement_span,2.0338948,dropout_modules,score_std,276.0,0,76.4,105.0,-0.3654970760233918
415969,AAA,1,0.9989448,High,1,engagement_span,2.2327676,engagement_decline,dropout_modules,183.0,1,59.66666666666666,55.0,0.8055555555555556
420087,AAA,1,0.9929697,High,1,engagement_span,3.022099,num_unsubmitted,num_assessments,168.0,0,76.0,27.0,0.5785123966942148
429958,AAA,0,0.06895076,Low,0,engagement_span,1.0949728,mean_score,dropout_modules,241.0,0,58.4,25.0,-1.3306451612903225
441018,AAA,0,0.075624414,Low,0,engagement_span,1.6226603,mean_score,dropout_modules,248.0,0,59.8,50.0,-0.364963503649635
441888,AAA,0,0.029035382,Low,0,engagement_span,1.504743,dropout_modules,engagement_decline,251.0,0,70.6,43.0,-1.337837837837838
